,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
3534234,A-3541035,Bing,,2,2020-06-10 16:02:30,2020-06-10 16:17:30,40.182970000000005,-75.11612,40.19229,-75.10691,0.807,At W County Line Rd - Accident.,4099.0, W Moreland Ave,L,Horsham,Montgomery,PA,19044,US,US/Eastern,KLOM,2020-06-10 15:55:00,89.0,89.0,59.0,29.58,10.0,S,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3732412,A-3739267,Bing,,2,2020-02-25 08:50:00,2020-02-25 10:01:32,32.932497,-117.112346,32.932497,-117.112346,0.0,At Mercy Rd/Scripps Poway Pky - Accident.,,Escondido Fwy N,R,San Diego,San Diego,CA,92131,US,US/Pacific,KNKX,2020-02-25 08:55:00,66.0,66.0,65.0,29.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1631333,A-1631441,MapQuest,201.0,2,2019-01-09 06:28:10,2019-01-09 07:12:57,33.44986,-112.341103,,,0.0,Accident on Dysart Rd at Van Buren St.,731.0,E Van Buren St,R,Avondale,Maricopa,AZ,85323,US,US/Mountain,KGYR,2019-01-09 06:47:00,46.4,45.2,87.0,30.15,10.0,Variable,3.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
1573995,A-1574102,MapQuest,201.0,2,2019-02-07 07:13:51,2019-02-07 07:43:43,28.484249,-81.37198599999999,,,0.0,Accident on FL-527 Hansel Ave at Mandalay Rd.,5231.0,S Orange Ave,L,Orlando,Orange,FL,32809-3035,US,US/Eastern,KMCO,2019-02-07 06:53:00,57.0,,93.0,30.17,10.0,Calm,,,Patches of Fog,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1174350,A-1174453,MapQuest,201.0,2,2019-09-20 06:37:18,2019-09-20 08:38:41,41.996845,-87.750427,,,0.0,2 right lane blocked due to accident on I-94 Edens Expy inbound at W Devon Ave.,,Edens Expy S,R,Chicago,Cook,IL,60646,US,US/Central,KORD,2019-09-20 06:51:00,68.0,68.0,90.0,29.39,9.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
746531,A-746608,MapQuest,201.0,3,2020-08-29 15:44:27,2020-08-29 17:20:36,34.015029999999996,-118.485672,,,0.0,Accident on I-10 Westbound at Exits 1A 1B Olympic Blvd.,,I-10 W,R,Santa Monica,Los Angeles,CA,90404,US,US/Pacific,KSMO,2020-08-29 15:51:00,70.0,70.0,68.0,29.68,10.0,WSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3269626,A-3274248,Bing,,4,2020-11-16 02:28:00,2020-11-16 05:48:23,26.946772999999997,-82.215786,26.946854,-82.21599,0.013999999999999999,Incident on GILLOT BLVD near MCCALL RD Road closed. Take alternate route.,,S McCall Rd,R,Port Charlotte,Charlotte,FL,33981,US,US/Eastern,KPGD,2020-11-16 02:53:00,73.0,73.0,93.0,30.03,10.0,NE,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
616635,A-616662,MapQuest,201.0,3,2020-09-24 13:54:13,2020-09-24 15:52:45,29.69763,-95.288788,,,0.0,Right lane blocked due to accident on I-45 Gulf Fwy Northbound at I-610 Exits 31 32A 32B .,,I-45 N,R,Houston,Harris,TX,77087,US,US/Central,KHOU,2020-09-24 13:53:00,74.0,74.0,73.0,29.87,10.0,NNW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
831278,A-831357,MapQuest,201.0,3,2020-03-13 08:40:39,2020-03-13 09:24:52,33.911369,-84.287979,,,1.20000004768,Entry ramp to I-285 from Peachtree Industrial Blvd Westbound lane blocked due to accident. No recent updates.,,Peachtree Industrial Blvd,R,Atlanta,DeKalb,GA,30360,US,US/Eastern,KPDK,2020-03-13 08:53:00,62.0,62.0,90.0,29.0,10.0,SW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4231336,A-4238202,Bing,,4,2019-08-21 20:25:46,2019-08-21 20:54:53,32.726379,-111.51941200000002,32.721446,-111.510205,0.634,Closed at AZ-84/Exit 211B - Road closed due to accident.,,I-10 W,R,Eloy,Pinal,AZ,85131,US,US/Mountain,KP08,2019-08-21 19:56:00,106.0,106.0,9.0,28.16,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1147439,A-1147542,MapQuest,201.0,2,2019-11-25 12:08:34,2019-11-25 13:08:27,32.962092999999996,-96.786392,,,0.0,Accident on Hillcrest Rd at Arapaho Rd.,,Hillcrest Rd,R,Dallas,Dallas,TX,75248,US,US/Central,KADS,2019-11-25 12:47:00,66.0,66.0,46.0,28.93,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3503972,A-3510763,Bing,,2,2020-05-22 16:03:00,2020-05-22 17:42:36,38.557891999999995,-121.386315,38.557891999999995,-121.386315,0.0,At Watt Ave - Accident.,,El Dorado Fwy E,R,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,2020-05-22 15:53:00,79.0,79.0,15.0,29.75,10.0,NW,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3108601,A-3110946,Bing,,2,2020-12-18 22:14:08,2020-12-19 00:13:19,35.039234,-82.041382,35.036361,-82.039699,0.22,Incident on BRYANT RD near SMITH CT Drive with caution.,498.0, Stallion Rd,L,Inman,Spartanburg,SC,29349-8514,US,US/Eastern,KSPA,2020-12-18 22:15:00,32.0,32.0,87.0,29.53,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1617054,A-1617162,MapQuest,201.0,2,2019-01-02 07:02:25,2019-01-02 07:32:10,44.86187,-93.28613299999999,,,0.0,Accident on I-494 Westbound at Exits 4A 4B Lyndale Ave.,,I-494 W,R,Minneapolis,Hennepin,MN,55423,US,US/Central,KMSP,2019-01-02 06:53:00,10.0,-2.9,84.0,30.09,10.0,South,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1387481,A-1387584,MapQuest,245.0,3,2019-05-04 15:05:50,2019-05-04 18:03:08,38.672737,-90.203979,,,0.0,Two lanes blocked due to accident on I-70 Westbound at Exit 247 Grand Blvd.,,I-70 W,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,2019-05-04 14:51:00,65.0,65.0,52.0,29.33,10.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3702946,A-3709796,Bing,,2,2020-02-01 13:04:00,2020-02-01 13:57:59,34.223271999999994,-118.248667,34.223271999999994,-118.248667,0.0,At Pennsylvania Ave - Accident.,,Foothill Fwy W,R,La Crescenta,Los Angeles,CA,91214,US,US/Pacific,KBUR,2020-02-01 12:53:00,81.0,81.0,16.0,29.33,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
591294,A-591321,MapQuest,201.0,3,2020-10-31 21:30:33,2020-10-31 22:16:04,29.785049,-95.68843100000001,,,0.0,Right lane blocked due to accident on I-10 Westbound at Exit 748.,,Barker Cypress Rd,R,Houston,Harris,TX,77094,US,US/Central,KSGR,2020-10-31 21:53:00,60.0,60.0,83.0,30.09,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3780688,A-3787549,Bing,,2,2019-12-20 23:12:00,2019-12-21 02:46:55,41.1625,-122.2975,41.1625,-122.2975,0.0,At Soda Creek Rd/Exit 726 - Accident.,,I-5 S,R,Lakehead,Shasta,CA,96051,US,US/Pacific,KO86,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1271269,A-1271372,MapQuest,201.0,2,2019-07-15 16:21:39,2019-07-15 18:16:02,35.181194,-80.83649399999999,,,0.0,Accident on Selwyn Ave at Queens Rd.,2100.0,Queens Rd W,L,Charlotte,Mecklenburg,NC,28207-2710,US,US/Eastern,KCLT,2019-07-15 15:52:00,94.0,94.0,38.0,29.29,10.0,N,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3453935,A-3460721,Bing,,2,2020-06-01 23:33:11,2020-06-02 00:53:09,42.81103,-123.2575,42.81103,-123.2575,0.0,At Upper Cow Creek Rd/Exit 88 - Accident.,,I-5 S,R,Glendale,Douglas,OR,97442,US,US/Pacific,KSXT,2020-06-01 22:56:00,52.0,52.0,50.0,26.23,10.0,N,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1625290,A-1625398,MapQuest,201.0,3,2019-01-07 14:29:44,2019-01-07 14:59:35,35.834915,-78.670952,,,0.0,Accident on I-440 Cliff Benson Beltline Westbound at Exits 6 7 7A 7B US-70 Glenwood Ave.,,I-440 W,R,Raleigh,Wake,NC,27612,US,US/Eastern,KRDU,2019-01-07 14:51:00,50.0,,50.0,30.33,10.0,ENE,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3225239,A-3229229,Bing,,2,2020-12-12 08:57:23,2020-12-12 13:00:25,41.695314,-91.71469300000001,41.687784,-91.797763,4.317,Incident on I-80 WB near IRELAND AVE Right lane blocked. Expect delays.,,I-80 W,R,Tiffin,Johnson,IA,52340,US,US/Central,KIOW,2020-12-12 08:58:00,32.0,22.0,92.0,29.12,1.0,N,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
991584,A-991678,MapQuest,201.0,4,2019-12-02 10:19:24,2019-12-02 12:28:24,40.916012,-74.369629,,,9.68999958038,Left lane blocked due to accident on I-287 Southbound between Exits 52A 52A-B 52B NJ-23 and Exit 47 US-202 Main Rd.,,I-287 N,R,Montville,Morris,NJ,07045,US,US/Eastern,KCDW,2019-12-02 10:06:00,34.0,28.0,89.0,29.36,1.0,VAR,7.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3261040,A-3265551,Bing,,2,2020-10-29 02:13:08,2020-10-29 04:12:21,34.879965000000006,-82.42676999999999,34.87939,-82.42759000000001,0.061,Incident on SC-253 near OLD BLEACHERY RD Expect delays.,298.0, Hilltop Ave,R,Greenville,Greenville,SC,29609-4134,US,US/Eastern,KGMU,2020-10-29 01:53:00,72.0,72.0,91.0,28.78,10.0,S,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3813686,A-3820547,Bing,,2,2019-10-26 14:54:00,2019-10-26 16:26:41,34.581194,-118.133602,34.581194,-118.133602,0.0,At CA-14/Antelope Valley Fwy - Accident.,260.0, W Palmdale Blvd,R,Palmdale,Los Angeles,CA,93551-4238,US,US/Pacific,KPMD,2019-10-26 14:53:00,87.0,87.0,8.0,27.16,10.0,SW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1173539,A-1173642,MapQuest,201.0,2,2019-09-20 10:41:06,2019-09-20 12:10:42,38.189029999999995,-85.508682,,,0.0,Accident on I-265 Northbound at Exit 23 KY-155 Taylorsville Rd. No recent updates.,,Taylorsville Rd,R,Louisville,Jefferson,KY,40299,US,US/Eastern,KLOU,2019-09-20 10:53:00,71.0,71.0,73.0,29.63,1.0,SSW,10.0,0.09,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3559757,A-3566561,Bing,,2,2020-06-20 01:07:00,2020-06-20 02:39:41,38.61264,-121.53838200000001,38.61264,-121.53838200000001,0.0,At Maintenance Worker Mem'l Brg - Accident.,,I-80 W,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,2020-06-20 02:45:00,59.0,59.0,82.0,29.75,10.0,SSE,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3512271,A-3519068,Bing,,3,2020-06-24 18:27:03,2020-06-24 19:47:01,33.05335,-80.16459,33.05335,-80.16459,0.0,At US-17-ALT/Exit 199 - Accident.,,Nexton Pkwy,R,Summerville,Berkeley,SC,29483,US,US/Eastern,KDYB,2020-06-24 18:35:00,77.0,77.0,94.0,29.86,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3780533,A-3787394,Bing,,4,2019-12-21 08:22:01,2019-12-21 08:50:10,33.48649,-112.36247,33.49545,-112.36243,0.619,Closed at Village Pkwy - Road closed due to accident.,3835.0, N Litchfield Road Byp,R,Litchfield Park,Maricopa,AZ,85340,US,US/Mountain,KLUF,2019-12-21 07:58:00,39.0,35.0,76.0,29.07,9.0,N,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3618800,A-3625629,Bing,,1,2020-04-07 11:50:14,2020-04-07 12:35:14,33.42403,-112.03035,33.42403,-112.03035,0.0,At I-10/US-60/Maricopa Fwy - Accident.,,E University Dr,R,Phoenix,Maricopa,AZ,85034,US,US/Mountain,KPHX,2020-04-07 11:51:00,74.0,74.0,23.0,28.85,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
776442,A-776521,MapQuest,201.0,2,2020-05-18 16:42:10,2020-05-18 17:12:40,39.64666,-84.292877,,,0.0,Accident on Riverview Ave at Soldiers Home Miamisburg Rd.,301.0,N Riverview Ave,L,Miamisburg,Montgomery,OH,45342-1635,US,US/Eastern,KMGY,2020-05-18 16:44:00,62.0,62.0,90.0,28.77,10.0,W,14.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3840295,A-3847159,Bing,,2,2019-11-22 17:50:14,2019-11-22 21:50:14,42.08116,-122.59958999999999,42.08116,-122.59958999999999,0.0,At Old Siskiyou Hwy/Exit 6 - Accident.,,I-5 S,R,Ashland,Jackson,OR,97520,US,US/Pacific,KMFR,2019-11-22 17:53:00,47.0,44.0,56.0,28.82,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
535427,A-535448,MapQuest,201.0,2,2020-12-13 07:04:43,2020-12-13 07:34:04,37.796478,-122.26988200000001,,,0.0,Accident on I-880 Southbound near Exit 41A 5th St.,,I-880 N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2020-12-13 06:53:00,55.0,55.0,83.0,30.17,4.0,SE,12.0,0.15,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3535251,A-3542052,Bing,,2,2020-06-10 13:18:03,2020-06-10 15:08:01,36.140609999999995,-95.93141999999999,36.140609999999995,-95.93141999999999,0.0,At S Harvard Ave - Accident.,4099.0, E 15th St,L,Tulsa,Tulsa,OK,74112-5912,US,US/Central,KTUL,2020-06-10 12:53:00,79.0,79.0,36.0,29.27,10.0,WNW,22.0,0.0,Fair / Windy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
540904,A-540925,MapQuest,201.0,2,2020-12-09 08:39:25,2020-12-09 09:27:43,29.768801,-95.35537,,,0.0,Accident on Providence St at Walnut St.,1204.0,Providence St,L,Houston,Harris,TX,77002-1109,US,US/Central,KMCJ,2020-12-09 08:53:00,57.0,57.0,72.0,30.17,10.0,W,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1416465,A-1416570,MapQuest,201.0,2,2019-05-20 11:42:55,2019-05-20 12:51:09,33.011909,-80.23777,,,0.0,Accident on Central Ave at Orangeburg Rd.,901.0,Orangeburg Rd,L,Summerville,Dorchester,SC,29483-8901,US,US/Eastern,KDYB,2019-05-20 11:35:00,82.0,82.0,62.0,30.0,10.0,CALM,0.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3260529,A-3265032,Bing,,2,2020-10-31 22:03:30,2020-10-31 23:56:30,33.853790999999994,-117.96095,33.853758,-117.90677,3.109,Slow traffic on CA-91 from Magnolia Ave (West) (CA-91) to East St/S Raymond Ave (CA-91) due to accident.,,CA-91 E,R,Anaheim,Orange,CA,92801,US,US/Pacific,KFUL,2020-10-31 21:53:00,69.0,69.0,68.0,29.93,8.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1264267,A-1264370,MapQuest,241.0,3,2019-07-10 18:35:35,2019-07-10 21:18:47,35.395119,-97.494926,,,0.0,Lane blocked due to accident on I-35 Southbound at Exit 122 I-240.,,I-35 N,R,Oklahoma City,Oklahoma,OK,73149,US,US/Central,KOKC,2019-07-10 18:52:00,90.0,90.0,65.0,28.63,10.0,E,16.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3864430,A-3871294,Bing,,2,2019-09-04 21:05:00,2019-09-04 22:17:30,34.145745,-117.296656,34.145745,-117.296656,0.0,At H St - Accident.,,CA-210 W,R,San Bernardino,San Bernardino,CA,92405,US,US/Pacific,KSBD,2019-09-04 20:47:00,90.0,90.0,31.0,28.64,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3793160,A-3800021,Bing,,3,2019-10-11 14:02:36,2019-10-11 14:31:17,29.758259999999996,-95.37473,29.74558,-95.36498,1.053,At US-59/TX-288/Exit 46 - Accident.,,I-45 S,R,Houston,Harris,TX,77019,US,US/Central,KMCJ,2019-10-11 13:53:00,60.0,60.0,78.0,30.03,10.0,N,22.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1059068,A-1059165,MapQuest,241.0,2,2019-10-15 15:18:33,2019-10-15 16:03:52,41.224583,-95.97558599999999,,,0.0,Lane blocked due to accident on I-80 Eastbound at Exit 451 42nd St.,,I-80 E,R,Omaha,Douglas,NE,68105,US,US/Central,KOMA,2019-10-15 14:52:00,57.0,57.0,40.0,28.96,10.0,NW,25.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3283767,A-3288575,Bing,,2,2020-12-07 01:35:26,2020-12-07 03:05:00,39.044945,-94.39101,39.043075,-94.372439,1.005,Incident on I-70 EB near LEES SUMMIT RD Drive with caution.,,I-70 E,R,Independence,Jackson,MO,64055,US,US/Central,KLXT,2020-12-07 01:27:00,31.0,23.0,96.0,29.02,6.0,NW,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3142536,A-3145350,Bing,,2,2020-10-20 12:59:00,2020-10-20 20:25:58,25.727829,-80.415539,25.730014999999998,-80.415616,0.151,Queuing traffic from SW 56th St/Miller Dr (SW 137th Ave) to Coral Way/SW 26th St (SW 137th Ave) due to accident.,4295.0, SW 137th Ave,R,Miami,Miami-Dade,FL,33175,US,US/Eastern,KTMB,2020-10-20 12:53:00,84.0,84.0,79.0,29.92,10.0,ESE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1599270,A-1599378,MapQuest,201.0,3,2019-02-19 11:41:42,2019-02-19 12:11:28,34.024731,-117.334625,,,0.0,HOV & #1 lane blocked due to accident on I-215 Northbound at Exit 37 La Cadena Dr.,,I-215 N,R,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2019-02-19 11:48:00,55.4,,21.0,30.11,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3537828,A-3544629,Bing,,4,2020-06-11 18:46:19,2020-06-11 19:31:19,38.68298,-90.23873,38.682790000000004,-90.23684,0.10300000000000001,Closed at Shreve Ave/Exit 245 - Road closed due to accident.,,Shreve Ave,R,Saint Louis,St. Louis City,MO,63115,US,US/Central,KSTL,2020-06-11 18:51:00,83.0,83.0,31.0,29.54,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3619325,A-3626154,Bing,,2,2020-04-07 13:04:00,2020-04-07 13:38:01,33.604754,-117.69048000000001,33.604754,-117.69048000000001,0.0,At I-5/San Diego Fwy - Accident.,,Alicia Pkwy,R,Mission Viejo,Orange,CA,92691,US,US/Pacific,KSNA,2020-04-07 12:53:00,61.0,61.0,67.0,29.97,5.0,CALM,0.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3283541,A-3288346,Bing,,2,2020-10-10 19:23:25,2020-10-10 21:18:41,38.896139,-77.0199,38.897339,-77.01989,0.083,Incident on 6TH ST near 6TH ST Drive with caution.,499.0, 6th St NW,R,Washington,District of Columbia,DC,20001-2734,US,US/Eastern,KDCA,2020-10-10 19:52:00,68.0,68.0,84.0,29.99,10.0,SSW,7.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
3455947,A-3462733,Bing,,1,2020-06-03 09:00:42,2020-06-03 09:30:42,36.06613,-86.77081,36.06613,-86.77081,0.0,At TN-255/Harding Pl/Exit 78 - Accident. Hard shoulder blocked.,,I-65 N,R,Nashville,Davidson,TN,37220,US,US/Central,KBNA,2020-06-03 08:53:00,81.0,81.0,58.0,29.4,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4180755,A-4187621,Bing,,3,2019-05-21 17:43:31,2019-05-21 18:13:09,29.69387,-95.05821,29.6885,-95.04088,1.104,At Sens Rd/Strang Rd - Accident. Two lanes blocked.,,W Pasadena Fwy W,R,La Porte,Harris,TX,77571,US,US/Central,KEFD,2019-05-21 17:50:00,84.0,84.0,70.0,,10.0,SSE,17.0,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
801672,A-801751,MapQuest-Bing,201.0,2,2020-06-08 16:30:06,2020-06-08 17:14:34,41.060921,-81.505524,,,0.0,Left lane blocked due to accident on OH-8 I-77 Southbound near I-77 Exit 125B.,,I-77 S,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2020-06-08 16:54:00,83.0,83.0,27.0,28.88,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3777659,A-3784520,Bing,,2,2019-12-19 09:25:00,2019-12-19 10:18:45,37.90135,-122.31518,37.90135,-122.31518,0.0,At Central Ave - Accident.,,I-580 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,2019-12-19 09:53:00,51.0,51.0,86.0,30.18,6.0,N,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1088725,A-1088822,MapQuest,201.0,2,2019-10-29 06:50:37,2019-10-29 08:22:10,42.080681,-88.335991,,,0.0,Accident on CR-34 Randall Rd near I-90 Jane Addams Tollway Exit 52.,,I-90 E,R,Elgin,Kane,IL,60124,US,US/Central,KDPA,2019-10-29 06:52:00,37.0,30.0,86.0,29.3,4.0,NNW,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3050913,A-3052461,Bing,,2,2020-11-23 17:16:38,2020-11-24 01:16:38,45.525358000000004,-122.665411,45.521038,-122.665751,0.299,Left lane closed due to stall. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2020-11-23 16:53:00,48.0,45.0,86.0,30.13,10.0,SSW,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1566602,A-1566709,MapQuest,201.0,2,2019-02-04 19:55:58,2019-02-04 20:55:15,42.029388,-88.311882,,,0.0,Accident on Mclean Blvd at Erie St.,1399.0,Erie St,L,Elgin,Kane,IL,60123-7117,US,US/Central,KDPA,2019-02-04 19:52:00,33.1,23.9,85.0,29.9,9.0,WNW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
